source_relation,date_day,platform,account_id,account_name,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword_id,keyword_text,keyword_match_type,clicks,impressions,spend,conversions,conversions_value
ad_reporting__keyword_report,2024-02-16,Pinterest Ads,24859,Dunder Mifflin Pinterest Ads Account 859,CAMP-1330,Office Essentials - Cardstock,ADG-3115,Cardstock - Retargeting,KW-510868,cardstock,broad,508,18539,441.32,52.12,8595.99
ad_reporting__keyword_report,2024-02-17,Microsoft Ads,41683,Dunder Mifflin Microsoft Ads Account 683,CAMP-3733,Brand Awareness - Eco Mugs,ADG-9313,Eco Mugs - Awareness,KW-357910,dm supplies eco mugs,broad,500,15287,349.7,36.46,5791.09
ad_reporting__keyword_report,2024-02-18,Amazon Ads,86235,Dunder Mifflin Amazon Ads Account 235,CAMP-7801,Bulk Discounts - Eco Mugs,ADG-5171,Eco Mugs - Retargeting,KW-134953,eco mugs offer,broad,715,20547,463.36,75.95,8247.02
ad_reporting__keyword_report,2024-02-19,Amazon Ads,51817,Dunder Mifflin Amazon Ads Account 817,CAMP-3013,Bulk Discounts - Printer Paper,ADG-8154,Printer Paper - Retargeting,KW-334113,printer paper,broad,563,14934,619.16,53.54,5014.24
ad_reporting__keyword_report,2024-02-19,Twitter Ads,87864,Dunder Mifflin Twitter Ads Account 864,CAMP-9020,Brand Awareness - Scented Candles,ADG-6923,Scented Candles - Awareness,KW-608007,scented candles deal,phrase,423,12331,331.06,13.58,1340.83
ad_reporting__keyword_report,2024-02-19,Twitter Ads,93280,Dunder Mifflin Twitter Ads Account 280,CAMP-9193,Bulk Discounts - Envelopes,ADG-5027,Envelopes - Promo,KW-199989,envelopes bulk,broad,179,6377,92.67,10.08,1422.2
ad_reporting__keyword_report,2024-02-20,Pinterest Ads,99455,Dunder Mifflin Pinterest Ads Account 455,CAMP-9829,Brand Awareness - Envelopes,ADG-3019,Envelopes - Retargeting,KW-381174,buy envelopes,exact,336,7377,171.4,19.84,1868.48
ad_reporting__keyword_report,2024-02-20,Twitter Ads,85016,Dunder Mifflin Twitter Ads Account 16,CAMP-1328,Brand Awareness - Envelopes,ADG-4822,Envelopes - Awareness,KW-902422,discount envelopes,broad,578,13376,279.62,32.23,4995.09
ad_reporting__keyword_report,2024-02-20,Twitter Ads,28932,Dunder Mifflin Twitter Ads Account 932,CAMP-8163,Brand Awareness - Eco Mugs,ADG-3406,Eco Mugs - Retargeting,KW-438140,dunder mifflin eco mugs,phrase,329,13497,229.9,31.13,2887.36
ad_reporting__keyword_report,2024-02-21,Pinterest Ads,96040,Dunder Mifflin Pinterest Ads Account 40,CAMP-6244,Brand Awareness - Sticky Notes,ADG-3596,Sticky Notes - Retargeting,KW-188032,premium sticky notes,broad,315,8936,227.26,16.78,1643.68
ad_reporting__keyword_report,2024-02-21,Pinterest Ads,75059,Dunder Mifflin Pinterest Ads Account 59,CAMP-9938,Back to School - Eco Mugs,ADG-8572,Eco Mugs - Awareness,KW-128331,eco eco mugs,broad,198,5806,105.85,11.4,1328.23
ad_reporting__keyword_report,2024-02-21,Twitter Ads,24793,Dunder Mifflin Twitter Ads Account 793,CAMP-7165,Sustainability - Notebooks,ADG-8238,Notebooks - Promo,KW-915479,eco notebooks,broad,324,10910,178.89,16.88,1596.02
ad_reporting__keyword_report,2024-02-21,Twitter Ads,13941,Dunder Mifflin Twitter Ads Account 941,CAMP-8282,Holiday Deals - Scented Candles,ADG-8353,Scented Candles - Awareness,KW-548449,discount scented candles,phrase,485,11797,150.53,17.58,1970.22
ad_reporting__keyword_report,2024-02-22,Amazon Ads,88229,Dunder Mifflin Amazon Ads Account 229,CAMP-6825,Bulk Discounts - Scented Candles,ADG-1582,Scented Candles - Awareness,KW-824016,scented candles,phrase,648,15106,614.94,96.6,9520.21
ad_reporting__keyword_report,2024-02-22,Apple Search Ads,76051,Dunder Mifflin Apple Search Ads Account 51,CAMP-2161,Sustainability - Cardstock,ADG-1690,Cardstock - Awareness,KW-107500,discount cardstock,exact,950,14313,627.98,161.29,21118.62
