source_relation,date_day,platform,account_id,account_name,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword_id,keyword_text,keyword_match_type,clicks,impressions,spend,conversions,conversions_value
ad_reporting__search_report,2024-01-10,Amazon Ads,62232,Dunder Mifflin Amazon Ads Account 232,CAMP-2690,Bulk Discounts - Envelopes,ADG-9453,Envelopes - Retargeting,KW-521596,envelopes,broad,928,16558,585.35,111.49,24203.76
ad_reporting__search_report,2024-01-10,Google Ads,45701,Dunder Mifflin Google Ads Account 701,CAMP-6812,Back to School - Sticky Notes,ADG-8140,Sticky Notes - Awareness,KW-135808,sticky notes sale,exact,1325,15130,1915.15,217.84,38603.53
ad_reporting__search_report,2024-01-10,Microsoft Ads,31051,Dunder Mifflin Microsoft Ads Account 51,CAMP-9700,Bulk Discounts - Cardstock,ADG-1444,Cardstock - Awareness,KW-161222,cardstock,broad,763,10826,781.75,90.85,17104.01
ad_reporting__search_report,2024-01-10,Microsoft Ads,55991,Dunder Mifflin Microsoft Ads Account 991,CAMP-9990,Bulk Discounts - Cardstock,ADG-1144,Cardstock - Awareness,KW-836342,cardstock,broad,1716,24814,1555.62,137.74,23357.62
ad_reporting__search_report,2024-01-11,Amazon Ads,52021,Dunder Mifflin Amazon Ads Account 21,CAMP-2012,Sustainability - Scented Candles,ADG-7320,Scented Candles - Awareness,KW-693729,premium scented candles,phrase,224,6179,147.17,34.54,6414.7
ad_reporting__search_report,2024-01-11,Apple Search Ads,95493,Dunder Mifflin Apple Search Ads Account 493,CAMP-4272,Sustainability - Scented Candles,ADG-2149,Scented Candles - Competitor,KW-935840,scented candles,broad,1849,19416,1702.32,291.08,26802.22
ad_reporting__search_report,2024-01-11,Apple Search Ads,67203,Dunder Mifflin Apple Search Ads Account 203,CAMP-5270,Office Essentials - Eco Mugs,ADG-3437,Eco Mugs - Promo,KW-511126,eco mugs deal,broad,1249,12774,1118.09,146.95,28836.15
ad_reporting__search_report,2024-01-11,Google Ads,67835,Dunder Mifflin Google Ads Account 835,CAMP-5874,Holiday Deals - Notebooks,ADG-5790,Notebooks - Promo,KW-213151,durable notebooks,exact,1161,13355,1022.89,177.77,38727.76
ad_reporting__search_report,2024-01-12,Amazon Ads,69420,Dunder Mifflin Amazon Ads Account 420,CAMP-7453,Brand Awareness - Printer Paper,ADG-3500,Printer Paper - Competitor,KW-728717,printer paper,broad,756,24811,914.37,117.07,24781.93
ad_reporting__search_report,2024-01-12,Amazon Ads,22572,Dunder Mifflin Amazon Ads Account 572,CAMP-8381,Holiday Deals - Notebooks,ADG-7369,Notebooks - Awareness,KW-722750,recycled notebooks,broad,386,6713,419.48,47.84,6982.43
ad_reporting__search_report,2024-01-12,Google Ads,16622,Dunder Mifflin Google Ads Account 622,CAMP-3463,Office Essentials - Cardstock,ADG-7848,Cardstock - Retargeting,KW-317259,durable cardstock,phrase,2238,25764,1888.08,368.76,37250.9
ad_reporting__search_report,2024-01-12,Google Ads,75591,Dunder Mifflin Google Ads Account 591,CAMP-4431,Back to School - Notebooks,ADG-3816,Notebooks - Promo,KW-274377,notebooks sale,exact,1995,29993,1839.05,195.39,28003.79
ad_reporting__search_report,2024-01-13,Amazon Ads,88238,Dunder Mifflin Amazon Ads Account 238,CAMP-7507,Office Essentials - Eco Mugs,ADG-5909,Eco Mugs - Retargeting,KW-354002,eco mugs,phrase,454,15043,532.46,37.15,6795.29
ad_reporting__search_report,2024-01-13,Apple Search Ads,42636,Dunder Mifflin Apple Search Ads Account 636,CAMP-4699,Brand Awareness - Cardstock,ADG-4559,Cardstock - Awareness,KW-245829,cardstock,broad,569,7554,638.78,78.17,12321.56
ad_reporting__search_report,2024-01-13,Microsoft Ads,21684,Dunder Mifflin Microsoft Ads Account 684,CAMP-8624,Bulk Discounts - Notebooks,ADG-6584,Notebooks - Awareness,KW-449842,notebooks online,broad,850,17048,618.46,100.19,13689.98
ad_reporting__search_report,2024-01-14,Apple Search Ads,69168,Dunder Mifflin Apple Search Ads Account 168,CAMP-3933,Back to School - Printer Paper,ADG-6549,Printer Paper - Competitor,KW-262286,durable printer paper,phrase,1896,19455,1596.03,252.46,22194.72
ad_reporting__search_report,2024-01-14,Google Ads,25901,Dunder Mifflin Google Ads Account 901,CAMP-6074,Brand Awareness - Envelopes,ADG-6073,Envelopes - Promo,KW-563981,envelopes eco,broad,814,14609,1096.34,121.48,20235.81
ad_reporting__search_report,2024-01-14,Microsoft Ads,68098,Dunder Mifflin Microsoft Ads Account 98,CAMP-1752,Back to School - Eco Mugs,ADG-8986,Eco Mugs - Retargeting,KW-457496,wholesale eco mugs,broad,1911,29601,1227.94,249.88,38089.93
ad_reporting__search_report,2024-01-15,Amazon Ads,78345,Dunder Mifflin Amazon Ads Account 345,CAMP-2722,Back to School - Printer Paper,ADG-3467,Printer Paper - Competitor,KW-755517,printer paper premium,exact,681,12101,879.23,59.43,9346.84
ad_reporting__search_report,2024-01-15,Apple Search Ads,61290,Dunder Mifflin Apple Search Ads Account 290,CAMP-1670,Sustainability - Envelopes,ADG-2469,Envelopes - Promo,KW-736779,durable envelopes,broad,928,15377,710.08,121.54,23304.27
ad_reporting__search_report,2024-01-15,Apple Search Ads,79117,Dunder Mifflin Apple Search Ads Account 117,CAMP-2604,Back to School - Notebooks,ADG-5880,Notebooks - Promo,KW-380335,notebooks,phrase,923,10284,958.99,97.76,17005.19
ad_reporting__search_report,2024-01-16,Amazon Ads,35171,Dunder Mifflin Amazon Ads Account 171,CAMP-9758,Office Essentials - Cardstock,ADG-5166,Cardstock - Promo,KW-626705,cardstock,broad,759,12721,571.74,53.32,4493.07
ad_reporting__search_report,2024-01-16,Google Ads,21352,Dunder Mifflin Google Ads Account 352,CAMP-5353,Holiday Deals - Sticky Notes,ADG-5925,Sticky Notes - Retargeting,KW-422011,sticky notes premium,exact,1880,24911,2550.59,340.29,49943.62
ad_reporting__search_report,2024-01-16,Microsoft Ads,21768,Dunder Mifflin Microsoft Ads Account 768,CAMP-3829,Back to School - Notebooks,ADG-7902,Notebooks - Promo,KW-522460,notebooks,broad,783,11334,891.78,135.56,26127.02
ad_reporting__search_report,2024-01-17,Apple Search Ads,54694,Dunder Mifflin Apple Search Ads Account 694,CAMP-2792,Bulk Discounts - Notebooks,ADG-9903,Notebooks - Awareness,KW-890188,office supplies notebooks,broad,1646,27129,1653.44,300.77,47566.41
ad_reporting__search_report,2024-01-17,Apple Search Ads,95651,Dunder Mifflin Apple Search Ads Account 651,CAMP-3625,Office Essentials - Scented Candles,ADG-1563,Scented Candles - Competitor,KW-443694,dm office scented candles,broad,1365,14363,1377.56,197.8,20063.3
ad_reporting__search_report,2024-01-18,Amazon Ads,38634,Dunder Mifflin Amazon Ads Account 634,CAMP-2069,Bulk Discounts - Scented Candles,ADG-5780,Scented Candles - Competitor,KW-798229,eco friendly scented candles,phrase,1370,32164,1091.62,126.23,12883.04
ad_reporting__search_report,2024-01-18,Amazon Ads,98979,Dunder Mifflin Amazon Ads Account 979,CAMP-6606,Brand Awareness - Eco Mugs,ADG-7514,Eco Mugs - Promo,KW-779551,eco mugs,phrase,614,15397,505.1,76.49,10963.53
ad_reporting__search_report,2024-01-19,Amazon Ads,55088,Dunder Mifflin Amazon Ads Account 88,CAMP-5132,Brand Awareness - Envelopes,ADG-9387,Envelopes - Retargeting,KW-542125,office supplies envelopes,broad,655,21068,671.27,80.88,17720.66
ad_reporting__search_report,2024-01-19,Google Ads,69973,Dunder Mifflin Google Ads Account 973,CAMP-3125,Sustainability - Eco Mugs,ADG-6667,Eco Mugs - Retargeting,KW-383252,eco mugs,phrase,1201,17461,1114.62,214.75,23855.09
ad_reporting__search_report,2024-01-19,Microsoft Ads,91524,Dunder Mifflin Microsoft Ads Account 524,CAMP-1414,Sustainability - Envelopes,ADG-7787,Envelopes - Promo,KW-986636,envelopes,phrase,1636,32026,1679.53,275.71,44607.05
ad_reporting__search_report,2024-01-20,Microsoft Ads,71371,Dunder Mifflin Microsoft Ads Account 371,CAMP-6378,Sustainability - Envelopes,ADG-1611,Envelopes - Promo,KW-973843,envelopes,exact,1437,21048,1583.79,126.96,13442.39
ad_reporting__search_report,2024-01-21,Amazon Ads,66351,Dunder Mifflin Amazon Ads Account 351,CAMP-8059,Sustainability - Eco Mugs,ADG-1063,Eco Mugs - Retargeting,KW-241339,dm office eco mugs,broad,273,6953,261.38,27.04,3976.97
ad_reporting__search_report,2024-01-21,Apple Search Ads,47932,Dunder Mifflin Apple Search Ads Account 932,CAMP-1392,Office Essentials - Cardstock,ADG-8649,Cardstock - Competitor,KW-151004,cardstock,broad,1845,20797,1746.88,219.23,26634.18
ad_reporting__search_report,2024-01-21,Microsoft Ads,54704,Dunder Mifflin Microsoft Ads Account 704,CAMP-9116,Bulk Discounts - Envelopes,ADG-4882,Envelopes - Retargeting,KW-833698,cheap envelopes,broad,1592,22328,1598.2,137.51,22790.61
ad_reporting__search_report,2024-01-22,Amazon Ads,49070,Dunder Mifflin Amazon Ads Account 70,CAMP-2897,Office Essentials - Cardstock,ADG-7340,Cardstock - Competitor,KW-450938,cardstock,exact,645,15861,485.29,78.12,9753.02
ad_reporting__search_report,2024-01-22,Apple Search Ads,74144,Dunder Mifflin Apple Search Ads Account 144,CAMP-8560,Back to School - Notebooks,ADG-7572,Notebooks - Promo,KW-540858,premium notebooks,phrase,471,5941,415.86,86.95,17868.62
ad_reporting__search_report,2024-01-23,Amazon Ads,60612,Dunder Mifflin Amazon Ads Account 612,CAMP-8290,Holiday Deals - Printer Paper,ADG-3367,Printer Paper - Awareness,KW-507534,eco friendly printer paper eco,broad,785,14772,954.85,49.21,8612.43
ad_reporting__search_report,2024-01-23,Google Ads,94880,Dunder Mifflin Google Ads Account 880,CAMP-4825,Back to School - Printer Paper,ADG-5123,Printer Paper - Retargeting,KW-242153,printer paper,phrase,1482,20363,1753.9,263.61,54805.69
ad_reporting__search_report,2024-01-23,Google Ads,26764,Dunder Mifflin Google Ads Account 764,CAMP-4848,Back to School - Envelopes,ADG-9744,Envelopes - Retargeting,KW-216765,cheap envelopes,broad,1157,15183,947.41,139.91,30188.4
ad_reporting__search_report,2024-01-24,Microsoft Ads,88045,Dunder Mifflin Microsoft Ads Account 45,CAMP-2721,Sustainability - Cardstock,ADG-9581,Cardstock - Competitor,KW-460869,cardstock,broad,1779,27058,1338.99,129.67,16026.27
ad_reporting__search_report,2024-01-25,Amazon Ads,34469,Dunder Mifflin Amazon Ads Account 469,CAMP-1960,Brand Awareness - Notebooks,ADG-2267,Notebooks - Awareness,KW-532856,notebooks eco,exact,644,12034,576.93,83.64,18225.33
ad_reporting__search_report,2024-01-25,Amazon Ads,45457,Dunder Mifflin Amazon Ads Account 457,CAMP-3425,Office Essentials - Envelopes,ADG-3727,Envelopes - Awareness,KW-653872,dunder mifflin paper envelopes,exact,884,17690,1027.98,62.51,10841.76
ad_reporting__search_report,2024-01-25,Microsoft Ads,29918,Dunder Mifflin Microsoft Ads Account 918,CAMP-5526,Sustainability - Sticky Notes,ADG-7236,Sticky Notes - Competitor,KW-512748,sticky notes online,broad,1462,21408,1374.81,105.92,23830.39
ad_reporting__search_report,2024-01-26,Apple Search Ads,94304,Dunder Mifflin Apple Search Ads Account 304,CAMP-5547,Bulk Discounts - Envelopes,ADG-7302,Envelopes - Competitor,KW-619534,envelopes,phrase,617,10067,335.86,116.09,20999.82
ad_reporting__search_report,2024-01-26,Google Ads,53252,Dunder Mifflin Google Ads Account 252,CAMP-6053,Back to School - Eco Mugs,ADG-2295,Eco Mugs - Retargeting,KW-175403,eco mugs premium,phrase,1453,19566,1975.63,176.88,26337.01
ad_reporting__search_report,2024-01-26,Google Ads,74973,Dunder Mifflin Google Ads Account 973,CAMP-8576,Back to School - Notebooks,ADG-2339,Notebooks - Promo,KW-103347,notebooks,phrase,1149,17542,1371.52,183.64,27658.14
ad_reporting__search_report,2024-01-26,Microsoft Ads,91286,Dunder Mifflin Microsoft Ads Account 286,CAMP-9194,Bulk Discounts - Envelopes,ADG-3360,Envelopes - Retargeting,KW-255000,envelopes,broad,741,13394,771.31,71.6,12815.72
ad_reporting__search_report,2024-01-27,Amazon Ads,41845,Dunder Mifflin Amazon Ads Account 845,CAMP-5223,Holiday Deals - Eco Mugs,ADG-8201,Eco Mugs - Competitor,KW-160004,eco mugs,phrase,974,27511,860.03,128.2,26261.12
ad_reporting__search_report,2024-01-27,Google Ads,21570,Dunder Mifflin Google Ads Account 570,CAMP-6976,Office Essentials - Printer Paper,ADG-3283,Printer Paper - Awareness,KW-800777,dm office printer paper packs,broad,2369,30995,2506.11,441.41,79433.01
ad_reporting__search_report,2024-01-27,Microsoft Ads,84311,Dunder Mifflin Microsoft Ads Account 311,CAMP-5900,Bulk Discounts - Notebooks,ADG-6211,Notebooks - Awareness,KW-240305,cheap notebooks bulk,broad,2069,29877,1281.65,171.79,21467.26
ad_reporting__search_report,2024-01-28,Apple Search Ads,28301,Dunder Mifflin Apple Search Ads Account 301,CAMP-6945,Bulk Discounts - Sticky Notes,ADG-3274,Sticky Notes - Awareness,KW-564392,dunder mifflin paper sticky notes,exact,1154,15804,1353.4,147.76,13546.74
ad_reporting__search_report,2024-01-29,Google Ads,66622,Dunder Mifflin Google Ads Account 622,CAMP-9967,Sustainability - Notebooks,ADG-2359,Notebooks - Promo,KW-510480,notebooks,exact,1039,20593,795.33,195.86,44008.25
ad_reporting__search_report,2024-01-29,Microsoft Ads,11833,Dunder Mifflin Microsoft Ads Account 833,CAMP-8376,Holiday Deals - Eco Mugs,ADG-2939,Eco Mugs - Competitor,KW-743570,eco mugs,broad,1784,26074,1503.47,269.32,27252.07
ad_reporting__search_report,2024-01-30,Google Ads,29348,Dunder Mifflin Google Ads Account 348,CAMP-9597,Holiday Deals - Printer Paper,ADG-8606,Printer Paper - Competitor,KW-410972,printer paper premium,phrase,1678,25185,1453.09,187.71,30379.95
ad_reporting__search_report,2024-01-30,Microsoft Ads,44733,Dunder Mifflin Microsoft Ads Account 733,CAMP-1657,Bulk Discounts - Notebooks,ADG-2317,Notebooks - Promo,KW-399090,dm office notebooks,broad,1281,18089,1076.24,162.2,28832.2
ad_reporting__search_report,2024-01-31,Amazon Ads,34455,Dunder Mifflin Amazon Ads Account 455,CAMP-7363,Brand Awareness - Printer Paper,ADG-3464,Printer Paper - Retargeting,KW-310650,dunder mifflin paper printer paper,broad,1250,25004,1506.11,189.51,39480.2
ad_reporting__search_report,2024-01-31,Amazon Ads,32777,Dunder Mifflin Amazon Ads Account 777,CAMP-9198,Holiday Deals - Eco Mugs,ADG-6794,Eco Mugs - Retargeting,KW-386302,eco mugs eco,exact,1245,31663,1251.31,194.44,42183.85
ad_reporting__search_report,2024-01-31,Apple Search Ads,35347,Dunder Mifflin Apple Search Ads Account 347,CAMP-3866,Holiday Deals - Cardstock,ADG-1015,Cardstock - Retargeting,KW-377062,dunder mifflin cardstock,phrase,1709,24500,1618.3,262.83,54779.31
ad_reporting__search_report,2024-01-31,Microsoft Ads,57277,Dunder Mifflin Microsoft Ads Account 277,CAMP-4439,Bulk Discounts - Notebooks,ADG-2632,Notebooks - Promo,KW-656902,notebooks,broad,985,13927,814.69,88.08,14039.64
ad_reporting__search_report,2024-02-01,Amazon Ads,13104,Dunder Mifflin Amazon Ads Account 104,CAMP-1657,Holiday Deals - Notebooks,ADG-5573,Notebooks - Competitor,KW-640791,premium notebooks,broad,911,16779,1267.12,132.0,27644.87
ad_reporting__search_report,2024-02-01,Amazon Ads,90696,Dunder Mifflin Amazon Ads Account 696,CAMP-1923,Brand Awareness - Sticky Notes,ADG-6730,Sticky Notes - Awareness,KW-208858,dunder mifflin sticky notes,phrase,806,17138,485.16,114.65,15473.45
ad_reporting__search_report,2024-02-01,Apple Search Ads,55007,Dunder Mifflin Apple Search Ads Account 7,CAMP-6036,Brand Awareness - Notebooks,ADG-5200,Notebooks - Awareness,KW-882357,notebooks,exact,1443,15609,874.51,129.42,16792.46
ad_reporting__search_report,2024-02-01,Google Ads,35527,Dunder Mifflin Google Ads Account 527,CAMP-1081,Sustainability - Sticky Notes,ADG-5581,Sticky Notes - Promo,KW-383223,sticky notes,broad,1414,20733,1880.43,231.92,35407.71
ad_reporting__search_report,2024-02-01,Microsoft Ads,63414,Dunder Mifflin Microsoft Ads Account 414,CAMP-9868,Sustainability - Printer Paper,ADG-5371,Printer Paper - Promo,KW-389181,cheap printer paper,exact,2229,28538,1934.49,331.26,64925.11
ad_reporting__search_report,2024-02-02,Google Ads,19647,Dunder Mifflin Google Ads Account 647,CAMP-1994,Holiday Deals - Notebooks,ADG-2653,Notebooks - Competitor,KW-975104,durable notebooks,broad,2172,32245,2995.1,312.78,73519.62
ad_reporting__search_report,2024-02-03,Amazon Ads,65029,Dunder Mifflin Amazon Ads Account 29,CAMP-6926,Holiday Deals - Notebooks,ADG-7908,Notebooks - Retargeting,KW-295058,notebooks,phrase,358,6379,263.49,46.96,9923.07
ad_reporting__search_report,2024-02-03,Apple Search Ads,66014,Dunder Mifflin Apple Search Ads Account 14,CAMP-7189,Sustainability - Printer Paper,ADG-6355,Printer Paper - Retargeting,KW-606965,printer paper sale,phrase,968,12166,496.17,139.74,15829.59
ad_reporting__search_report,2024-02-04,Microsoft Ads,27304,Dunder Mifflin Microsoft Ads Account 304,CAMP-1545,Bulk Discounts - Scented Candles,ADG-8306,Scented Candles - Competitor,KW-422249,scented candles reviews bulk,exact,1053,18254,867.03,169.39,38256.69
ad_reporting__search_report,2024-02-05,Amazon Ads,80784,Dunder Mifflin Amazon Ads Account 784,CAMP-4539,Brand Awareness - Cardstock,ADG-1234,Cardstock - Competitor,KW-778624,cardstock,broad,477,14899,558.1,56.09,10355.64
ad_reporting__search_report,2024-02-05,Apple Search Ads,26977,Dunder Mifflin Apple Search Ads Account 977,CAMP-6270,Office Essentials - Scented Candles,ADG-4209,Scented Candles - Awareness,KW-859793,scented candles,exact,638,8446,624.09,84.31,13938.6
ad_reporting__search_report,2024-02-05,Microsoft Ads,84344,Dunder Mifflin Microsoft Ads Account 344,CAMP-3150,Back to School - Eco Mugs,ADG-7391,Eco Mugs - Awareness,KW-617085,eco mugs,exact,865,20013,512.86,88.4,17086.51
ad_reporting__search_report,2024-02-05,Microsoft Ads,78807,Dunder Mifflin Microsoft Ads Account 807,CAMP-3151,Office Essentials - Envelopes,ADG-2393,Envelopes - Promo,KW-970899,premium envelopes eco,phrase,1653,23060,1340.14,123.48,28302.39
ad_reporting__search_report,2024-02-05,Microsoft Ads,68241,Dunder Mifflin Microsoft Ads Account 241,CAMP-6560,Bulk Discounts - Printer Paper,ADG-7392,Printer Paper - Competitor,KW-322161,printer paper,broad,1608,20214,1531.51,172.8,36444.48
ad_reporting__search_report,2024-02-06,Google Ads,70835,Dunder Mifflin Google Ads Account 835,CAMP-8499,Brand Awareness - Cardstock,ADG-7388,Cardstock - Competitor,KW-998736,wholesale cardstock,phrase,1752,21929,2023.76,262.23,45150.93
ad_reporting__search_report,2024-02-06,Google Ads,30015,Dunder Mifflin Google Ads Account 15,CAMP-9316,Office Essentials - Printer Paper,ADG-5380,Printer Paper - Promo,KW-737787,fast shipping printer paper,broad,1871,34245,2484.16,296.16,45618.53
ad_reporting__search_report,2024-02-06,Google Ads,67485,Dunder Mifflin Google Ads Account 485,CAMP-9772,Holiday Deals - Scented Candles,ADG-2063,Scented Candles - Awareness,KW-466621,dm office scented candles,broad,1549,25098,1896.88,273.29,38993.57
ad_reporting__search_report,2024-02-07,Amazon Ads,75734,Dunder Mifflin Amazon Ads Account 734,CAMP-1787,Office Essentials - Eco Mugs,ADG-7660,Eco Mugs - Retargeting,KW-581599,cheap eco mugs,broad,1074,19371,973.69,136.0,15903.57
ad_reporting__search_report,2024-02-07,Apple Search Ads,21549,Dunder Mifflin Apple Search Ads Account 549,CAMP-8977,Office Essentials - Cardstock,ADG-9492,Cardstock - Competitor,KW-276279,cardstock,broad,1425,19090,1065.88,250.71,43040.97
ad_reporting__search_report,2024-02-08,Amazon Ads,38351,Dunder Mifflin Amazon Ads Account 351,CAMP-5132,Holiday Deals - Notebooks,ADG-6587,Notebooks - Competitor,KW-951279,notebooks near me,phrase,528,13418,325.77,64.66,10060.15
ad_reporting__search_report,2024-02-08,Google Ads,94226,Dunder Mifflin Google Ads Account 226,CAMP-8847,Back to School - Eco Mugs,ADG-1408,Eco Mugs - Awareness,KW-410672,eco mugs,phrase,1678,23198,1339.06,210.28,32448.75
ad_reporting__search_report,2024-02-08,Microsoft Ads,82119,Dunder Mifflin Microsoft Ads Account 119,CAMP-3478,Bulk Discounts - Printer Paper,ADG-1990,Printer Paper - Retargeting,KW-469726,printer paper price,broad,1922,25377,1750.52,324.98,56264.87
ad_reporting__search_report,2024-02-08,Microsoft Ads,19575,Dunder Mifflin Microsoft Ads Account 575,CAMP-7685,Holiday Deals - Sticky Notes,ADG-6294,Sticky Notes - Retargeting,KW-766593,sticky notes,broad,1121,27127,1034.03,86.7,13536.25
